-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,0,0,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,6.89e-21,-7.5644e-21,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,7.5627e-21,-5.5372e-21,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,5.5337e-21,-7.2273e-21,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,7.2247e-21,-7.228e-21,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,7.225e-21,7.1041e-21,-9.6562e-26,-7.103e-21,-7.2273e-21,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,4.1416e-20,-4.3406e-20,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,4.3353e-20,-2.3169e-20,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,3.7347e-20,-2.8121e-20,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,2.8284e-20,-5.6578e-20,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,5.651e-20,1.3768e-20,6.7908e-23,-1.4022e-20,-5.6774e-20,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,9.4747e-20,-1.2709e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,9.8224e-20,-5.8848e-20,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,1.1507e-19,-6.8798e-20,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,6.9025e-20,-1.5247e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,1.2421e-19,2.0223e-20,1.3483e-22,-2.0715e-20,-1.2459e-19,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,2.0089e-19,-2.3422e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,1.777e-19,-1.4657e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,1.8525e-19,-1.3408e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,1.3434e-19,-2.9833e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,2.4438e-19,2.6616e-20,1.9787e-22,-2.7328e-20,-1.8789e-19,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.712,-70.712,3.3511e-19,-3.7014e-19,70.712,70.712,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,2.8752e-19,-2.6217e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,2.8382e-19,-2.2972e-19,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.36,-200.01,-185.36,-141.42,-70.712,-70.712,2.2954e-19,-5.2647e-19,70.712,70.712,141.42,185.36,200.01,185.36,141.42,-141.42,-185.36,-200.01,-185.36,-141.42,-70.712,-70.711,-70.711,-70.711,-70.712,3.9213e-19,3.3097e-20,2.5596e-22,-3.4013e-20,-3.3873e-19,70.712,70.711,70.711,70.711,70.712,141.42,185.36,200.01,185.36,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,5.5984e-19,-5.4048e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,4.3081e-19,-4.0886e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,4.1355e-19,-3.5839e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,3.5683e-19,-7.794e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.711,-70.712,-70.711,-70.712,5.7168e-19,4.263e-20,3.1134e-22,-1.0057e-19,-5.2121e-19,70.712,70.711,70.712,70.711,70.712,141.42,185.37,200.01,185.37,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,8.7528e-19,-8.0547e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,6.1213e-19,-5.9137e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,5.836e-19,-5.2914e-19,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,5.8127e-19,-1.0657e-18,70.712,70.712,141.42,185.37,200.01,185.37,141.42,-141.42,-185.37,-200.01,-185.37,-141.42,-70.712,-70.712,-70.712,-70.712,-70.712,7.8155e-19,5.4565e-20,3.6506e-22,-1.6639e-19,-7.9068e-19,70.712,70.712,70.712,70.712,70.712,141.42,185.37,200.01,185.37,141.42
-141.42,-185.36,-200,-185.36,-141.42,-70.711,-70.711,-70.711,-70.711,-70.711,0,0,0,0,0,70.711,70.711,70.711,70.711,70.711,141.42,185.36,200,185.36,141.42,-141.42,-185.38,-200.02,-185.38,-141.42,-70.713,-70.713,1.2794e-18,-1.163e-18,70.713,70.713,141.42,185.38,200.02,185.38,141.42,-141.42,-185.37,-200.02,-185.37,-141.42,-70.713,-70.713,8.3166e-19,-8.0999e-19,70.713,70.713,141.42,185.37,200.02,185.37,141.42,-141.42,-185.37,-200.02,-185.37,-141.42,-70.713,-70.713,8.5487e-19,-8.0276e-19,70.713,70.713,141.42,185.37,200.02,185.37,141.42,-141.42,-185.38,-200.02,-185.38,-141.42,-70.713,-70.713,8.4645e-19,-1.4462e-18,70.713,70.713,141.42,185.38,200.02,185.38,141.42,-141.42,-185.38,-200.02,-185.38,-141.42,-70.713,-70.712,-70.713,-70.712,-70.713,1.0228e-18,7.416e-20,4.1663e-22,-2.3689e-19,-1.0882e-18,70.713,70.712,70.713,70.712,70.713,141.42,185.38,200.02,185.38,141.42
