0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010499,0.0010499,0.0010499,0.0010499,0.0010499,0.0010499,0.0010499,0.0010499,0.0010499
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011707,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011401,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0011093,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0010792,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0011706,0.0011706,0.0011703,0.0011706,0.0011715,0.0011706,0.0011707,0.0011706,0.0011701,0.00114,0.00114,0.0011399,0.00114,0.0011393,0.00114,0.0011401,0.00114,0.00114,0.0011098,0.0011095,0.0011093,0.0011095,0.0011138,0.0011093,0.0011095,0.0011094,0.0011094,1.0143e+129,9.5846e+145,1.3625e+155,1.9353e+123,8.5934e+13,1.1819e+127,6.3142e+142,9.4866e+144,2.0429e+154,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,-0.0073812,0.0011567,0.13919,0.030926,-0.5007,-0.015874,0.19308,-0.019967,-0.053271,0.00077681,0.094952,0.0026229,-0.23461,0.0076981,-0.070052,0.49012,0.036885,0.0042734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,Inf,Inf,-Inf,-Inf,Inf,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,0.0012005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549,0.0012549
