1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0818,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1357,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1539,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1722,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.1903,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2084,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.2263,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.244,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1536,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.1895,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2075,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2255,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614,1.2614
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0817,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1176,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1356,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1535,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1715,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.1894,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2074,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2254,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2433,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613,1.2613
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1534,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1714,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2073,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2252,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2432,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611,1.2611
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.0996,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1175,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1533,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1713,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.1892,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.2071,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609,1.2609
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1712,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.1891,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2428,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607,1.2607
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.0995,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1174,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1353,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.1532,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.1889,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2068,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2247,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2426,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605,1.2605
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1531,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1709,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.1888,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2067,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2246,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603,1.2603
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0816,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.1351,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1708,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.1887,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2065,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2244,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2422,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601,1.2601
1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0637,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0815,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1529,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1707,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.1886,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2064,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2242,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2421,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599,1.2599
