0.212355939,0.086345,1.0472
0.211341526,0.085821,1.0472
0.210819546,0.08533,1.0472
0.21079,0.084869,1.0472
0.211252888,0.084441,1.0472
0.213468839,0.087793,1.0472
0.213173379,0.086179,1.0472
0.213084741,0.085658,1.0472
0.212966557,0.085027,1.0472
0.212877919,0.084554,1.0472
0.214788562,0.088494,1.0472
0.214808259,0.086497,1.0472
0.214818108,0.085909,1.0472
0.214818108,0.085161,1.0472
0.214827956,0.084536,1.0472
0.216315106,0.088448,1.0472
0.216620415,0.086851,1.0472
0.216748448,0.086189,1.0472
0.216915875,0.085313,1.0472
0.217093151,0.084386,1.0472
0.21806817,0.087655,1.0472
0.218856064,0.087287,1.0472
0.219387892,0.086572,1.0472
0.219653806,0.085511,1.0472
0.219663655,0.084105,1.0472
0.215005238,0.091856,1.0909
0.21246428,0.089822,1.0909
0.211026373,0.087431,1.0909
0.210711216,0.084683,1.0909
0.211508958,0.081578,1.0909
0.218343938,0.092421,1.0909
0.217487103,0.089132,1.0909
0.216856788,0.086704,1.0909
0.216147684,0.083984,1.0909
0.214946146,0.079353,1.0909
0.221662941,0.09221,1.0909
0.220825804,0.088674,1.0909
0.220264429,0.08628,1.0909
0.219614417,0.083539,1.0909
0.218363635,0.078256,1.0909
0.224962247,0.091224,1.0909
0.224213748,0.088209,1.0909
0.223632676,0.085859,1.0909
0.222953117,0.083109,1.0909
0.221761428,0.078286,1.0909
0.228232006,0.089462,1.0909
0.230398715,0.08736,1.0909
0.230605537,0.08499,1.0909
0.228852473,0.082351,1.0909
0.225149372,0.079444,1.0909
0.215807335,0.099009,1.134
0.21205499,0.094404,1.134
0.210252683,0.089507,1.134
0.210400413,0.084316,1.134
0.212508029,0.078832,1.134
0.221174862,0.10181,1.134
0.220071811,0.093729,1.134
0.21941195,0.088803,1.134
0.218722542,0.083736,1.134
0.217757372,0.076651,1.134
0.226197686,0.10243,1.134
0.225094634,0.093307,1.134
0.224493865,0.088413,1.134
0.223883247,0.083377,1.134
0.222947623,0.075723,1.134
0.230895503,0.10087,1.134
0.229989425,0.092894,1.134
0.229437899,0.088034,1.134
0.228866676,0.08303,1.134
0.228078782,0.07605,1.134
0.235258466,0.097119,1.134
0.238518377,0.092176,1.134
0.239257027,0.08728,1.134
0.237464568,0.082431,1.134
0.233131152,0.07763,1.134
0.215629681,0.10525,1.1773
0.211788698,0.099496,1.1773
0.210104575,0.093603,1.1773
0.210557614,0.087571,1.1773
0.213167513,0.081402,1.1773
0.221558583,0.10836,1.1773
0.220504774,0.098231,1.1773
0.219913854,0.092543,1.1773
0.219322934,0.086862,1.1773
0.218623678,0.080076,1.1773
0.227024596,0.10864,1.1773
0.225901848,0.097448,1.1773
0.225350322,0.091957,1.1773
0.224788947,0.08642,1.1773
0.224089692,0.07944,1.1773
0.232027723,0.1061,1.1773
0.231161039,0.096684,1.1773
0.230668606,0.091383,1.1773
0.230166323,0.085985,1.1773
0.229575403,0.079497,1.1773
0.236567961,0.10074,1.1773
0.238439209,0.095626,1.1773
0.238813459,0.090504,1.1773
0.23769071,0.085376,1.1773
0.235061114,0.080244,1.1773
0.211555535,0.098985,1.2192
0.210019142,0.095028,1.2192
0.209802471,0.091258,1.2192
0.210905523,0.087674,1.2192
0.213328297,0.084276,1.2192
0.215406367,0.10294,1.2192
0.216164715,0.095296,1.2192
0.216538964,0.09158,1.2192
0.216903365,0.087949,1.2192
0.217248069,0.084521,1.2192
0.219562507,0.10434,1.2192
0.220261763,0.095474,1.2192
0.220557223,0.091772,1.2192
0.220842835,0.088129,1.2192
0.221108749,0.08469,1.2192
0.224033805,0.1032,1.2192
0.224398206,0.095654,1.2192
0.224575482,0.091964,1.2192
0.224752758,0.088308,1.2192
0.224920186,0.084784,1.2192
0.228810412,0.099505,1.2192
0.230484686,0.095919,1.2192
0.231026363,0.092273,1.2192
0.230415745,0.088567,1.2192
0.22867253,0.084802,1.2192
0.212552307,0.088128,1.2599
0.212394728,0.087485,1.2599
0.212394728,0.086876,1.2599
0.212572004,0.086302,1.2599
0.212906859,0.085763,1.2599
0.21320232,0.089258,1.2599
0.213635661,0.088073,1.2599
0.213852332,0.08748,1.2599
0.2140887,0.086847,1.2599
0.214571285,0.085532,1.2599
0.214078852,0.089987,1.2599
0.214738713,0.088594,1.2599
0.215044022,0.087971,1.2599
0.215359179,0.087302,1.2599
0.216107678,0.085749,1.2599
0.215172054,0.090316,1.2599
0.215881159,0.08913,1.2599
0.216265257,0.088479,1.2599
0.21668875,0.087778,1.2599
0.21750619,0.086413,1.2599
0.216481928,0.090244,1.2599
0.217023605,0.089668,1.2599
0.217584979,0.089023,1.2599
0.2181759,0.088309,1.2599
0.218786518,0.087526,1.2599
