0.010931,0.13608,1.4132,0.010962,0.13685,1.4132,0.01081,0.13726,1.4132,0.012082,0.1393,1.4132,0.012505,0.14065,1.4132,0.010716,0.13496,1.4132,0.010805,0.13689,1.4132,0.010765,0.13749,1.4132,0.01191,0.13943,1.4132,0.012078,0.1413,1.4132,0.010317,0.13347,1.4132,0.010438,0.13541,1.4132,0.010719,0.13771,1.4132,0.01068,0.13931,1.4132,0.010801,0.14126,1.4132,0.010136,0.13461,1.4132,0.010722,0.13699,1.4132,0.010674,0.13794,1.4132,0.010553,0.1385,1.4132,0.010543,0.14018,1.4132,0.010128,0.13577,1.4132,0.010292,0.13696,1.4132,0.010628,0.13817,1.4132,0.010456,0.13864,1.4132,0.010428,0.13931,1.4132
0.010931,0.13608,1.4131,0.010962,0.13685,1.4131,0.01081,0.13726,1.4131,0.012082,0.1393,1.4131,0.012505,0.14065,1.4131,0.010716,0.13496,1.4131,0.010805,0.13689,1.4131,0.010765,0.13749,1.4131,0.01191,0.13943,1.4131,0.012078,0.1413,1.4131,0.010317,0.13347,1.4131,0.010438,0.13541,1.4131,0.010719,0.13771,1.4131,0.01068,0.13931,1.4131,0.010801,0.14126,1.4131,0.010136,0.13461,1.4131,0.010722,0.13699,1.4131,0.010674,0.13794,1.4131,0.010553,0.1385,1.4131,0.010543,0.14018,1.4131,0.010128,0.13577,1.4131,0.010292,0.13696,1.4131,0.010628,0.13817,1.4131,0.010456,0.13864,1.4131,0.010428,0.13931,1.4131
0.010931,0.13608,1.413,0.010962,0.13685,1.413,0.01081,0.13726,1.413,0.012082,0.1393,1.413,0.012505,0.14065,1.413,0.010716,0.13496,1.413,0.010805,0.13689,1.413,0.010765,0.13749,1.413,0.01191,0.13943,1.413,0.012078,0.1413,1.413,0.010317,0.13347,1.413,0.010438,0.13541,1.413,0.010719,0.13771,1.413,0.01068,0.13931,1.413,0.010801,0.14126,1.413,0.010136,0.13461,1.413,0.010722,0.13699,1.413,0.010674,0.13794,1.413,0.010553,0.1385,1.413,0.010543,0.14018,1.413,0.010128,0.13577,1.413,0.010292,0.13696,1.413,0.010628,0.13817,1.413,0.010456,0.13864,1.413,0.010428,0.13931,1.413
0.010931,0.13608,1.4129,0.010962,0.13685,1.4129,0.01081,0.13726,1.4129,0.012082,0.1393,1.4129,0.012505,0.14065,1.4129,0.010716,0.13496,1.4129,0.010805,0.13689,1.4129,0.010765,0.13749,1.4129,0.01191,0.13943,1.4129,0.012078,0.1413,1.4129,0.010317,0.13347,1.4129,0.010438,0.13541,1.4129,0.010719,0.13771,1.4129,0.01068,0.13931,1.4129,0.010801,0.14126,1.4129,0.010136,0.13461,1.4129,0.010722,0.13699,1.4129,0.010674,0.13794,1.4129,0.010553,0.1385,1.4129,0.010543,0.14018,1.4129,0.010128,0.13577,1.4129,0.010292,0.13696,1.4129,0.010628,0.13817,1.4129,0.010456,0.13864,1.4129,0.010428,0.13931,1.4129
0.010931,0.13608,1.4128,0.010962,0.13685,1.4128,0.01081,0.13726,1.4128,0.012082,0.1393,1.4128,0.012505,0.14065,1.4128,0.010716,0.13496,1.4128,0.010805,0.13689,1.4128,0.010765,0.13749,1.4128,0.01191,0.13943,1.4128,0.012078,0.1413,1.4128,0.010317,0.13347,1.4128,0.010438,0.13541,1.4128,0.010719,0.13771,1.4128,0.01068,0.13931,1.4128,0.010801,0.14126,1.4128,0.010136,0.13461,1.4128,0.010722,0.13699,1.4128,0.010674,0.13794,1.4128,0.010553,0.1385,1.4128,0.010543,0.14018,1.4128,0.010128,0.13577,1.4128,0.010292,0.13696,1.4128,0.010628,0.13817,1.4128,0.010456,0.13864,1.4128,0.010428,0.13931,1.4128
0.010931,0.13608,1.4127,0.010962,0.13685,1.4127,0.01081,0.13726,1.4127,0.012082,0.1393,1.4127,0.012505,0.14065,1.4127,0.010716,0.13496,1.4127,0.010805,0.13689,1.4127,0.010765,0.13749,1.4127,0.01191,0.13943,1.4127,0.012078,0.1413,1.4127,0.010317,0.13347,1.4127,0.010438,0.13541,1.4127,0.010719,0.13771,1.4127,0.01068,0.13931,1.4127,0.010801,0.14126,1.4127,0.010136,0.13461,1.4127,0.010722,0.13699,1.4127,0.010674,0.13794,1.4127,0.010553,0.1385,1.4127,0.010543,0.14018,1.4127,0.010128,0.13577,1.4127,0.010292,0.13696,1.4127,0.010628,0.13817,1.4127,0.010456,0.13864,1.4127,0.010428,0.13931,1.4127
0.010931,0.13608,1.4125,0.010962,0.13685,1.4125,0.01081,0.13726,1.4125,0.012082,0.1393,1.4125,0.012505,0.14065,1.4125,0.010716,0.13496,1.4125,0.010805,0.13689,1.4125,0.010765,0.13749,1.4125,0.01191,0.13943,1.4125,0.012078,0.1413,1.4125,0.010317,0.13347,1.4125,0.010438,0.13541,1.4125,0.010719,0.13771,1.4125,0.01068,0.13931,1.4125,0.010801,0.14126,1.4125,0.010136,0.13461,1.4125,0.010722,0.13699,1.4125,0.010674,0.13794,1.4125,0.010553,0.1385,1.4125,0.010543,0.14018,1.4125,0.010128,0.13577,1.4125,0.010292,0.13696,1.4125,0.010628,0.13817,1.4125,0.010456,0.13864,1.4125,0.010428,0.13931,1.4125
0.010931,0.13608,1.4124,0.010962,0.13685,1.4124,0.01081,0.13726,1.4124,0.012082,0.1393,1.4124,0.012505,0.14065,1.4124,0.010716,0.13496,1.4124,0.010805,0.13689,1.4124,0.010765,0.13749,1.4124,0.01191,0.13943,1.4124,0.012078,0.1413,1.4124,0.010317,0.13347,1.4124,0.010438,0.13541,1.4124,0.010719,0.13771,1.4124,0.01068,0.13931,1.4124,0.010801,0.14126,1.4124,0.010136,0.13461,1.4124,0.010722,0.13699,1.4124,0.010674,0.13794,1.4124,0.010553,0.1385,1.4124,0.010543,0.14018,1.4124,0.010128,0.13577,1.4124,0.010292,0.13696,1.4124,0.010628,0.13817,1.4124,0.010456,0.13864,1.4124,0.010428,0.13931,1.4124
0.010931,0.13608,1.4123,0.010962,0.13685,1.4123,0.01081,0.13726,1.4123,0.012082,0.1393,1.4123,0.012505,0.14065,1.4123,0.010716,0.13496,1.4123,0.010805,0.13689,1.4123,0.010765,0.13749,1.4123,0.01191,0.13943,1.4123,0.012078,0.1413,1.4123,0.010317,0.13347,1.4123,0.010438,0.13541,1.4123,0.010719,0.13771,1.4123,0.01068,0.13931,1.4123,0.010801,0.14126,1.4123,0.010136,0.13461,1.4123,0.010722,0.13699,1.4123,0.010674,0.13794,1.4123,0.010553,0.1385,1.4123,0.010543,0.14018,1.4123,0.010128,0.13577,1.4123,0.010292,0.13696,1.4123,0.010628,0.13817,1.4123,0.010456,0.13864,1.4123,0.010428,0.13931,1.4123
0.010931,0.13608,1.4122,0.010962,0.13685,1.4122,0.01081,0.13726,1.4122,0.012082,0.1393,1.4122,0.012505,0.14065,1.4122,0.010716,0.13496,1.4122,0.010805,0.13689,1.4122,0.010765,0.13749,1.4122,0.01191,0.13943,1.4122,0.012078,0.1413,1.4122,0.010317,0.13347,1.4122,0.010438,0.13541,1.4122,0.010719,0.13771,1.4122,0.01068,0.13931,1.4122,0.010801,0.14126,1.4122,0.010136,0.13461,1.4122,0.010722,0.13699,1.4122,0.010674,0.13794,1.4122,0.010553,0.1385,1.4122,0.010543,0.14018,1.4122,0.010128,0.13577,1.4122,0.010292,0.13696,1.4122,0.010628,0.13817,1.4122,0.010456,0.13864,1.4122,0.010428,0.13931,1.4122
