0.0023892,1.4365,0.15863
0.0018689,1.4365,0.15846
0.0013486,1.4365,0.1583
0.0008283,1.4365,0.15814
0.000308,1.4364,0.15798
0.002443,1.4361,0.15884
0.0024967,1.4356,0.15905
0.0025505,1.4351,0.15926
0.0026042,1.4347,0.15948
0.0019842,1.4346,0.15943
0.0013641,1.4346,0.15938
0.00074406,1.4345,0.15933
0.000124,1.4345,0.15929
0.000262,1.4359,0.15831
0.000216,1.4355,0.15863
0.00017,1.435,0.15896
0.0025798,1.4366,0.1563
0.0020374,1.4365,0.15617
0.0014951,1.4365,0.15603
0.00095273,1.4365,0.1559
0.00041039,1.4365,0.15576
0.0026261,1.4361,0.15647
0.0026724,1.4356,0.15664
0.0027187,1.4351,0.15681
0.002765,1.4346,0.15698
0.0020823,1.4346,0.15696
0.0013996,1.4346,0.15694
0.00071686,1.4346,0.15691
3.4155e-05,1.4346,0.15689
0.00031633,1.436,0.15605
0.00022227,1.4356,0.15633
0.00012821,1.4351,0.15661
0.0028567,1.4365,0.154
0.0022927,1.4365,0.15389
0.0017288,1.4365,0.15377
0.0011648,1.4365,0.15366
0.00060087,1.4365,0.15355
0.0028877,1.436,0.15412
0.0029188,1.4355,0.15424
0.0029498,1.4351,0.15436
0.0029808,1.4346,0.15448
0.0022336,1.4346,0.15449
0.0014863,1.4346,0.15449
0.00073905,1.4347,0.1545
-8.218e-06,1.4347,0.1545
0.0004486,1.436,0.15379
0.00029633,1.4356,0.15403
0.00014406,1.4351,0.15426
0.0031812,1.4364,0.1517
0.0025924,1.4364,0.15161
0.0020036,1.4364,0.15152
0.0014148,1.4364,0.15143
0.00082602,1.4364,0.15135
0.0032038,1.4359,0.15177
0.0032264,1.4354,0.15185
0.003249,1.435,0.15192
0.0032716,1.4345,0.152
0.0024516,1.4345,0.15203
0.0016316,1.4346,0.15205
0.00081163,1.4346,0.15208
-8.348e-06,1.4347,0.15211
0.00061743,1.436,0.15154
0.00040884,1.4355,0.15173
0.00020024,1.4351,0.15192
0.0035146,1.4362,0.1494
0.002894,1.4362,0.14934
0.0022735,1.4363,0.14927
0.001653,1.4363,0.1492
0.0010324,1.4364,0.14914
0.0035502,1.4357,0.14943
0.0035858,1.4353,0.14946
0.0036213,1.4348,0.14949
0.0036569,1.4343,0.14953
0.0027498,1.4344,0.14958
0.0018427,1.4344,0.14963
0.00093564,1.4345,0.14968
2.854e-05,1.4346,0.14972
0.00078145,1.4359,0.14928
0.00053048,1.4355,0.14943
0.00027951,1.435,0.14958
0.0038189,1.4359,0.14711
0.0031559,1.436,0.14706
0.002493,1.4361,0.14702
0.00183,1.4362,0.14697
0.001167,1.4362,0.14693
0.0039017,1.4355,0.1471
0.0039845,1.435,0.14709
0.0040674,1.4345,0.14709
0.0041502,1.434,0.14708
0.0031369,1.4341,0.14714
0.0021237,1.4342,0.14721
0.0011104,1.4343,0.14727
9.7138e-05,1.4344,0.14733
0.00089957,1.4358,0.14703
0.00063209,1.4353,0.14713
0.00036461,1.4349,0.14723
0.0040792,1.4356,0.14482
0.0033618,1.4357,0.14479
0.0026444,1.4358,0.14477
0.001927,1.436,0.14474
0.0012096,1.4361,0.14472
0.0042279,1.4351,0.14478
0.0043765,1.4346,0.14474
0.0045251,1.4341,0.1447
0.0046738,1.4336,0.14466
0.0035504,1.4338,0.14473
0.002427,1.4339,0.1448
0.0013037,1.4341,0.14487
0.00018033,1.4342,0.14494
0.00095228,1.4356,0.14477
0.00069496,1.4351,0.14483
0.00043764,1.4347,0.14489
0.0043049,1.4353,0.14253
0.0035278,1.4354,0.14253
0.0027507,1.4355,0.14252
0.0019737,1.4357,0.14252
0.0011966,1.4358,0.14251
0.0044993,1.4347,0.14246
0.0046936,1.4342,0.14239
0.004888,1.4336,0.14232
0.0050823,1.4331,0.14225
0.0038709,1.4333,0.14233
0.0026595,1.4335,0.14241
0.0014481,1.4337,0.14249
0.00023671,1.4339,0.14257
