true,0//4,0//0,0.002389215,1.436533473,0.158625929,0.002579757,1.436576311,0.156304205,0.002856691,1.436525781,0.153996281,0.003181228,1.436395219,0.151697622,0.003514578,1.436197958,0.149403693,0.003818868,1.435946845,0.147110151,0.004079224,1.435642473,0.144817522,0.004304898,1.435272581,0.142531436,0.004506269,1.434824353,0.140257753,0.004691961,1.434291033,0.138000974,0.004867230,1.433677495,0.135762993,0.005036949,1.432989926,0.133545409,0.005205993,1.432234516,0.131349821,0.005379237,1.431417453,0.129177826,0.005561555,1.430544926,0.127031025,
false,1//4,0//0,0.001868911,1.436505725,0.158464615,0.002037416,1.436546714,0.156169317,0.002292737,1.436510548,0.153885609,0.002592427,1.436405385,0.151609498,0.002894039,1.436239387,0.149336994,0.003155912,1.436020336,0.147064259,0.003361816,1.435745785,0.144791986,0.003527822,1.435401845,0.142526216,0.003672262,1.434974031,0.140273316,0.003808880,1.434453389,0.138038655,0.003938946,1.433842691,0.135825726,0.004061560,1.433146263,0.133637812,0.004175819,1.432368433,0.131478198,0.004280821,1.431513527,0.129350168,0.004375666,1.430585873,0.127257004,
false,2//4,0//0,0.001348608,1.436477977,0.158303300,0.001495075,1.436517118,0.156034429,0.001728782,1.436495314,0.153774936,0.002003625,1.436415551,0.151521374,0.002273500,1.436280816,0.149270294,0.002492956,1.436093827,0.147018368,0.002644409,1.435849098,0.144766451,0.002750747,1.435531110,0.142520997,0.002838254,1.435123709,0.140288878,0.002925798,1.434615745,0.138076336,0.003010663,1.434007887,0.135888459,0.003086171,1.433302600,0.133730216,0.003145644,1.432502350,0.131606576,0.003182405,1.431609601,0.129522509,0.003189778,1.430626820,0.127482983,
false,3//4,0//0,0.000828304,1.436450228,0.158141986,0.000952734,1.436487521,0.155899542,0.001164827,1.436480080,0.153664264,0.001414823,1.436425717,0.151433250,0.001652960,1.436322245,0.149203595,0.001829999,1.436167318,0.146972476,0.001927001,1.435952410,0.144740915,0.001973671,1.435660374,0.142515778,0.002004247,1.435273387,0.140304441,0.002042717,1.434778101,0.138114017,0.002082379,1.434173084,0.135951192,0.002110781,1.433458938,0.133822619,0.002115469,1.432636267,0.131734954,0.002083989,1.431705675,0.129694850,0.002003889,1.430667766,0.127708963,
true,4//4,0//0,0.000308000,1.436422480,0.157980672,0.000410392,1.436457925,0.155764654,0.000600873,1.436464846,0.153553592,0.000826022,1.436435883,0.151345126,0.001032421,1.436363675,0.149136895,0.001167043,1.436240809,0.146926584,0.001209594,1.436055722,0.144715380,0.001196595,1.435789639,0.142510559,0.001170239,1.435423065,0.140320004,0.001159635,1.434940457,0.138151699,0.001154096,1.434338280,0.136013925,0.001135392,1.433615275,0.133915023,0.001085294,1.432770184,0.131863332,0.000985573,1.431801750,0.129867191,0.000818000,1.430708713,0.127934942,
true,0//0,0//4,0.002389215,1.436533473,0.158625929,0.002579757,1.436576311,0.156304205,0.002856691,1.436525781,0.153996281,0.003181228,1.436395219,0.151697622,0.003514578,1.436197958,0.149403693,0.003818868,1.435946845,0.147110151,0.004079224,1.435642473,0.144817522,0.004304898,1.435272581,0.142531436,0.004506269,1.434824353,0.140257753,0.004691961,1.434291033,0.138000974,0.004867230,1.433677495,0.135762993,0.005036949,1.432989926,0.133545409,0.005205993,1.432234516,0.131349821,0.005379237,1.431417453,0.129177826,0.005561555,1.430544926,0.127031025,
false,0//0,1//4,0.002442969,1.436071051,0.158838848,0.002626063,1.436086159,0.156473160,0.002887731,1.436034314,0.154118076,0.003203816,1.435914850,0.151772197,0.003550166,1.435727099,0.149434128,0.003901705,1.435470388,0.147102474,0.004227858,1.435139927,0.144777489,0.004499258,1.434725052,0.142461772,0.004696364,1.434215654,0.140158824,0.004832507,1.433609386,0.137873932,0.004926282,1.432913351,0.135611065,0.004995996,1.432135643,0.133373970,0.005059959,1.431284352,0.131166396,0.005136479,1.430367572,0.128992089,0.005243864,1.429393394,0.126854798,
false,0//0,2//4,0.002496723,1.435608629,0.159051768,0.002672370,1.435596007,0.156642116,0.002918770,1.435542847,0.154239870,0.003226404,1.435434480,0.151846773,0.003585753,1.435256240,0.149464563,0.003984543,1.434993931,0.147094797,0.004376492,1.434637380,0.144737457,0.004693618,1.434177523,0.142392107,0.004886458,1.433606956,0.140059895,0.004973052,1.432927739,0.137746889,0.004985333,1.432149208,0.135459136,0.004955044,1.431281359,0.133202531,0.004913926,1.430334189,0.130982970,0.004893721,1.429317691,0.128806351,0.004926174,1.428241862,0.126678570,
false,0//0,3//4,0.002550476,1.435146208,0.159264687,0.002718676,1.435105855,0.156811071,0.002949810,1.435051379,0.154361665,0.003248992,1.434954111,0.151921348,0.003621340,1.434785382,0.149494998,0.004067380,1.434517473,0.147087120,0.004525126,1.434134834,0.144697424,0.004887977,1.433629993,0.142322443,0.005076552,1.432998257,0.139960966,0.005113598,1.432246091,0.137619847,0.005044385,1.431385064,0.135307208,0.004914091,1.430427076,0.133031092,0.004767892,1.429384025,0.130799545,0.004650964,1.428267810,0.128620614,0.004608483,1.427090330,0.126502342,
true,0//0,4//4,0.002604230,1.434683786,0.159477606,0.002764983,1.434615703,0.156980026,0.002980849,1.434559912,0.154483460,0.003271580,1.434473742,0.151995923,0.003656927,1.434314523,0.149525433,0.004150217,1.434041016,0.147079443,0.004673760,1.433632287,0.144657392,0.005082337,1.433082464,0.142252779,0.005266646,1.432389559,0.139862036,0.005254143,1.431564444,0.137492805,0.005103437,1.430620921,0.135155279,0.004873138,1.429572793,0.132859653,0.004621858,1.428433862,0.130616120,0.004408206,1.427217929,0.128434876,0.004290792,1.425938798,0.126326115,
