true,0//4,0//0,0.012822653,0.126553214,1.425022523,0.019728443,0.132121257,1.405775746,0.023009471,0.135277241,1.385036764,0.021242719,0.134736012,1.363826560,0.017832434,0.132398962,1.342883579,0.014354196,0.129036425,1.322241511,
false,1//4,0//0,0.012462018,0.128747173,1.426094859,0.018892145,0.133898288,1.407065036,0.022347711,0.137078589,1.386915759,0.020594372,0.137144025,1.366263869,0.016921645,0.135283722,1.345822235,0.009218922,0.130023030,1.326889420,
false,2//4,0//0,0.012518962,0.130950765,1.426986676,0.018564077,0.135784942,1.407775085,0.021780870,0.139010250,1.387668102,0.019911297,0.139494399,1.367097340,0.015592101,0.137835105,1.346838688,0.007264702,0.130827061,1.329010427,
false,3//4,0//0,0.012993484,0.133163991,1.427697976,0.018744242,0.137781219,1.407905894,0.021308948,0.141072222,1.387293792,0.019193493,0.141787134,1.366326973,0.013843803,0.140053113,1.345932938,0.008491535,0.131448518,1.328604533,
true,4//4,0//0,0.013885584,0.135386851,1.428228758,0.019432637,0.139887120,1.407457463,0.020931944,0.143264505,1.385792829,0.018440961,0.144022231,1.363952769,0.011676751,0.141937745,1.343104985,0.012899424,0.131887403,1.325671737,
true,0//0,0//4,0.012822653,0.126553214,1.425022523,0.019728443,0.132121257,1.405775746,0.023009471,0.135277241,1.385036764,0.021242719,0.134736012,1.363826560,0.017832434,0.132398962,1.342883579,0.014354196,0.129036425,1.322241511,
false,0//0,1//4,0.013435398,0.125172484,1.425200450,0.019588055,0.129925239,1.405695968,0.023425224,0.133191577,1.384880612,0.022032852,0.132476362,1.363498075,0.019102270,0.129555861,1.342635926,0.015534220,0.125620646,1.322228947,
false,0//0,2//4,0.014113694,0.123898987,1.425078266,0.020043892,0.128196623,1.405282594,0.024097851,0.131431047,1.384282991,0.022877920,0.130487625,1.362688544,0.020402014,0.127075112,1.341710369,0.016350881,0.122404759,1.321455095,
false,0//0,3//4,0.014857543,0.122732724,1.424655973,0.021095954,0.126935407,1.404535625,0.025027351,0.129995651,1.383243901,0.023777925,0.128769800,1.361397968,0.021731663,0.124956714,1.340106906,0.016804178,0.119388765,1.319919956,
true,0//0,4//4,0.015666943,0.121673695,1.423933569,0.022744241,0.126141592,1.403455061,0.026213725,0.128885388,1.381763343,0.024732866,0.127322887,1.359626348,0.023091220,0.123200667,1.337825540,0.016894113,0.116572662,1.317623530,
true,0//4,1//1,0.015666943,0.121673695,1.423933569,0.022744241,0.126141592,1.403455061,0.026213725,0.128885388,1.381763343,0.024732866,0.127322887,1.359626348,0.023091220,0.123200667,1.337825540,0.016894113,0.116572662,1.317623530,
false,1//4,1//1,0.015253097,0.123418947,1.424465711,0.022553650,0.128322197,1.403904153,0.026092394,0.131380311,1.382286897,0.024350949,0.130951658,1.360186244,0.022649934,0.127551776,1.338421414,0.017605822,0.122319710,1.317333158,
false,2//4,1//1,0.014694202,0.125125935,1.424945220,0.022197782,0.130255619,1.404736060,0.025821472,0.133362133,1.383448828,0.023911030,0.133973638,1.361698140,0.022035890,0.131085193,1.340253903,0.017770402,0.127118693,1.318917298,
false,3//4,1//1,0.013990259,0.126794660,1.425372094,0.021676638,0.131941859,1.405950783,0.025400959,0.134830854,1.385249135,0.023413109,0.136388828,1.364162035,0.021249089,0.133800916,1.343323004,0.017387855,0.130969610,1.322375951,
true,4//4,1//1,0.013141267,0.128425122,1.425746336,0.020990218,0.133380916,1.407548321,0.024830854,0.135786474,1.387687817,0.022857186,0.138197229,1.367577928,0.020289529,0.135698947,1.347628719,0.016458181,0.133872463,1.327709116,
true,1//1,0//4,0.013885584,0.135386851,1.428228758,0.019432637,0.139887120,1.407457463,0.020931944,0.143264505,1.385792829,0.018440961,0.144022231,1.363952769,0.011676751,0.141937745,1.343104985,0.012899424,0.131887403,1.325671737,
false,1//1,1//4,0.013716923,0.133461996,1.428137491,0.020143916,0.138374399,1.408245276,0.022652642,0.141991185,1.387194168,0.019832396,0.143176178,1.365619917,0.014505942,0.141572110,1.344770996,0.009281762,0.132388681,1.328586567,
false,1//1,2//4,0.013536649,0.131660089,1.427693332,0.020640606,0.136785792,1.408523024,0.023876026,0.140320406,1.387977112,0.021032245,0.141923326,1.366779827,0.016884469,0.140410432,1.346080289,0.008669002,0.132886618,1.329897740,
false,1//1,3//4,0.013344764,0.129981131,1.426896280,0.020922707,0.135121297,1.408290705,0.024602097,0.138252169,1.388141662,0.022040509,0.140263677,1.367432497,0.018812331,0.138452711,1.347032863,0.011061141,0.133381212,1.329605256,
true,1//1,4//4,0.013141267,0.128425122,1.425746336,0.020990218,0.133380916,1.407548321,0.024830854,0.135786474,1.387687817,0.022857186,0.138197229,1.367577928,0.020289529,0.135698947,1.347628719,0.016458181,0.133872463,1.327709116,
