TRUE,0//4,0//0,0.18147543,0.087526063,1.261154503,0.198676158,0.084802157,1.22274125,0.212538636,0.080244446,1.183188636,0.21820188,0.077629904,1.141972798,0.217682472,0.079443906,1.100295416,0.219802722,0.084104512,1.058595777,0.226948986,0.080411157,1.017572998
FALSE,1//4,0//0,0.180857192,0.08830936,1.26117572,0.200450751,0.088567326,1.223268342,0.215205496,0.085376485,1.183333131,0.222596698,0.082431175,1.141519998,0.221442526,0.082351228,1.099392348,0.219793514,0.085511225,1.055967037,0.228448428,0.082680396,1.01483579
FALSE,2//4,0//0,0.180261856,0.089023446,1.261001925,0.201066755,0.092272777,1.223316658,0.21635022,0.090503611,1.182902242,0.224420859,0.087279774,1.140414312,0.223217894,0.084990068,1.09773915,0.219519296,0.08657196,1.053257628,0.229402902,0.08451941,1.011761435
FALSE,3//4,0//0,0.179689425,0.089668321,1.260633118,0.200524168,0.09591851,1.222886199,0.215972808,0.095625823,1.18189597,0.223674363,0.092175701,1.138655739,0.223008575,0.087360426,1.095335824,0.218980068,0.087286717,1.050467549,0.229812408,0.085928197,1.008349933
TRUE,4//4,0//0,0.179139896,0.090243986,1.2600693,0.19882299,0.099504525,1.221976964,0.21407326,0.100743121,1.180314314,0.220357209,0.097118955,1.13624428,0.220814568,0.089462303,1.092182368,0.21817583,0.087655497,1.047596802,0.229876945,0.086906758,1.004601285
TRUE,0//0,0//4,0.18147543,0.087526063,1.261154503,0.198676158,0.084802157,1.22274125,0.212538636,0.080244446,1.183188636,0.21820188,0.077629904,1.141972798,0.217682472,0.079443906,1.100295416,0.219802722,0.084104512,1.058595777,0.226948986,0.080411157,1.017572998
FALSE,0//0,1//4,0.180181615,0.086413314,1.260753448,0.194869694,0.084783787,1.220970528,0.206966528,0.079496743,1.180691033,0.213066357,0.076049742,1.138792519,0.214243831,0.078286408,1.096805159,0.217185836,0.084385955,1.055424313,0.226088555,0.079522476,1.013902892
FALSE,0//0,2//4,0.178755958,0.08574861,1.260330446,0.191004378,0.084690054,1.21935602,0.201403606,0.079440495,1.178271836,0.207863947,0.075723389,1.135843733,0.210788363,0.078256247,1.093525225,0.214889808,0.084535912,1.0520566,0.225192293,0.079251642,1.01024506
FALSE,0//0,3//4,0.177198458,0.08553195,1.259885497,0.187080208,0.084520958,1.217897725,0.19584987,0.080075701,1.175931045,0.202594649,0.076650846,1.13312644,0.207316068,0.079353425,1.090455613,0.212914637,0.084554382,1.04849264,0.2242602,0.079598657,1.006599503
TRUE,0//0,4//4,0.175509115,0.085763335,1.2594186,0.183097185,0.084276499,1.216595643,0.19030532,0.081402363,1.17366866,0.197258463,0.078832113,1.13064064,0.203826945,0.081577942,1.087596324,0.211260324,0.084441365,1.044732433,0.223292277,0.080563519,1.002966221
TRUE,0//4,1//1,0.175509115,0.085763335,1.2594186,0.183097185,0.084276499,1.216595643,0.19030532,0.081402363,1.17366866,0.197258463,0.078832113,1.13064064,0.203826945,0.081577942,1.087596324,0.211260324,0.084441365,1.044732433,0.223292277,0.080563519,1.002966221
FALSE,1//4,1//1,0.175165304,0.086302362,1.259235359,0.180640196,0.087673973,1.215970223,0.187660845,0.087571494,1.172619085,0.195121489,0.084315813,1.129524927,0.203018806,0.084682888,1.086356024,0.210789714,0.084869499,1.042890461,0.224084839,0.081682799,1.000562732
FALSE,2//4,1//1,0.17499112,0.086876223,1.259073341,0.179520924,0.091257905,1.215509899,0.18719724,0.093602872,1.171910211,0.194968027,0.089506559,1.128567211,0.203342117,0.087430827,1.085116367,0.210819947,0.085329507,1.041110905,0.225191484,0.083004469,0.998472657
FALSE,3//4,1//1,0.174986564,0.087484919,1.258932546,0.179739371,0.095028293,1.215214673,0.188914503,0.099496495,1.171542037,0.196798076,0.094404352,1.127767492,0.204796878,0.089821759,1.083877352,0.211351023,0.085821388,1.039393764,0.226612213,0.084528528,0.996695996
TRUE,4//4,1//1,0.175151635,0.08812845,1.258812975,0.181295535,0.098985138,1.215084545,0.192812635,0.105252365,1.171514564,0.200611637,0.099009191,1.12712577,0.20738309,0.091855684,1.08263898,0.212382943,0.086345142,1.03773904,0.228347025,0.086254976,0.99523275
TRUE,1//1,0//4,0.179139896,0.090243986,1.2600693,0.19882299,0.099504525,1.221976964,0.21407326,0.100743121,1.180314314,0.220357209,0.097118955,1.13624428,0.220814568,0.089462303,1.092182368,0.21817583,0.087655497,1.047596802,0.229876945,0.086906758,1.004601285
FALSE,1//1,1//4,0.177807205,0.090316028,1.259792472,0.193970074,0.103198698,1.220271295,0.209458008,0.106104562,1.178281786,0.21593018,0.100866534,1.13377217,0.217488077,0.091223973,1.090027629,0.216404282,0.088448206,1.045150398,0.229796094,0.087737214,1.002123183
FALSE,1//1,2//4,0.176698264,0.089987453,1.259490809,0.189431193,0.104343524,1.218554003,0.204376153,0.10864325,1.176137651,0.211163575,0.102430766,1.131428382,0.214140667,0.092210094,1.087718818,0.214848285,0.08849405,1.04269197,0.229614157,0.087905403,0.999735726
FALSE,1//1,3//4,0.175813074,0.08925826,1.25916431,0.185206347,0.102939005,1.216825086,0.198827695,0.108359184,1.173881911,0.206057394,0.101811651,1.129212915,0.210772337,0.092420664,1.085255935,0.213507838,0.087793029,1.040221517,0.229131134,0.087411323,0.997438915
TRUE,1//1,4//4,0.175151635,0.08812845,1.258812975,0.181295535,0.098985138,1.215084545,0.192812635,0.105252365,1.171514564,0.200611637,0.099009191,1.12712577,0.20738309,0.091855684,1.08263898,0.212382943,0.086345142,1.03773904,0.228347025,0.086254976,0.99523275
