true,0//4,0//0,0.226726539,1.009212152,0.343362589,0.226693412,1.014931226,0.321071237,0.224751745,1.019738712,0.298598314,0.222146555,1.023291734,0.276036324,0.220615932,1.025699720,0.253184176,0.220617008,1.026225227,0.230209367,0.219373034,1.021214919,0.207980183,0.221018219,1.017354489,0.185427716,0.224999852,1.013484101,0.163480314,0.226790206,1.009093559,0.140952244,0.227423749,1.006142373,0.118108312,0.223838547,1.007587682,0.095492792,
false,1//4,0//0,0.224674553,1.006595900,0.342935130,0.224159267,1.007732869,0.319704223,0.224246537,1.010703073,0.296540994,0.222006296,1.011202274,0.273311104,0.219015778,1.012568863,0.250189696,0.216921007,1.013224986,0.226957632,0.217101403,1.010093599,0.203815645,0.218479863,1.007191993,0.180719172,0.223345044,1.003259423,0.158052826,0.226382370,1.000517065,0.134824490,0.225888214,1.000679816,0.111568503,0.221941130,1.004066016,0.089184569,
false,2//4,0//0,0.225693564,1.006911006,0.343239949,0.226343179,1.010246459,0.320220959,0.227414670,1.015356630,0.297429682,0.225887090,1.017502593,0.274193316,0.223150350,1.019110969,0.250943405,0.221107260,1.019809797,0.227586049,0.221186846,1.017717274,0.204137863,0.221563278,1.012824033,0.181314205,0.225069988,1.007347534,0.158656679,0.227587144,1.003475661,0.135527573,0.227693064,1.002984719,0.112123149,0.225303089,1.006732433,0.089253666,
false,3//4,0//0,0.227898122,1.007737969,0.343462493,0.230924333,1.014318704,0.321029498,0.233179233,1.022147059,0.298750373,0.233037656,1.026879103,0.275549273,0.231231554,1.028895146,0.252022592,0.229796831,1.029149565,0.228404486,0.228874058,1.027179399,0.204788963,0.227367891,1.020730084,0.182108169,0.228249404,1.013902310,0.159444283,0.229311229,1.008263858,0.136429293,0.229990963,1.006350158,0.112792446,0.229611786,1.009746527,0.089176306,
true,4//4,0//0,0.229402774,1.006657286,0.342788210,0.235581912,1.011796312,0.320537898,0.240463313,1.019522033,0.297989061,0.242706711,1.024018221,0.274245285,0.241471296,1.025490503,0.250004548,0.239610783,1.024414198,0.225722809,0.237407733,1.021573431,0.201611068,0.232993132,1.017389625,0.177996416,0.230958010,1.011077629,0.154568048,0.230461325,1.005176170,0.130897448,0.229934574,1.004069211,0.106596590,0.230554583,1.007267887,0.082428712,
true,0//0,0//4,0.226726539,1.009212152,0.343362589,0.226693412,1.014931226,0.321071237,0.224751745,1.019738712,0.298598314,0.222146555,1.023291734,0.276036324,0.220615932,1.025699720,0.253184176,0.220617008,1.026225227,0.230209367,0.219373034,1.021214919,0.207980183,0.221018219,1.017354489,0.185427716,0.224999852,1.013484101,0.163480314,0.226790206,1.009093559,0.140952244,0.227423749,1.006142373,0.118108312,0.223838547,1.007587682,0.095492792,
false,0//0,1//4,0.225589042,1.007888785,0.343195818,0.225351163,1.011794348,0.320398936,0.224730784,1.015427780,0.297513163,0.222138447,1.017866844,0.274697886,0.219630352,1.019549199,0.251678413,0.218229259,1.019995999,0.228524617,0.217565736,1.015641099,0.205695766,0.219254508,1.012667226,0.183033340,0.224026172,1.009199949,0.160978459,0.226973700,1.005684887,0.138437878,0.227184181,1.003993122,0.114968650,0.222977584,1.006062315,0.092038552,
false,0//0,2//4,0.224896621,1.006422626,0.343040278,0.224589521,1.008566511,0.319846473,0.224560262,1.011092877,0.296600293,0.222359095,1.012428054,0.273500609,0.219414458,1.013401606,0.250276794,0.217260048,1.013690839,0.226928209,0.217291230,1.010114287,0.203646730,0.218840931,1.008025193,0.180732190,0.223908159,1.005042762,0.158401515,0.227090287,1.002562763,0.135637895,0.226909836,1.001899783,0.111796016,0.222733246,1.004491417,0.088613797,
false,0//0,3//4,0.224649277,1.004813675,0.342895969,0.224408485,1.005247716,0.319413846,0.224240180,1.006734004,0.295859702,0.222808498,1.006975364,0.272444495,0.219968251,1.007256939,0.248979317,0.217709378,1.007309745,0.225420144,0.218549517,1.004634482,0.201833074,0.219777487,1.003428393,0.178524265,0.224645811,1.001012541,0.155749483,0.227139969,0.999727188,0.132552295,0.226600716,0.999862356,0.108590411,0.223105534,1.002874989,0.085218527,
true,0//0,4//4,0.224847008,1.003061932,0.342762890,0.224808055,1.001837962,0.319101056,0.223770536,1.002351160,0.295291391,0.223486658,1.001508774,0.271529542,0.221291729,1.001115198,0.247785985,0.219577246,1.000852719,0.224000421,0.221340597,0.999201686,0.200254799,0.222064176,0.998876823,0.176409565,0.226239130,0.997109287,0.153022362,0.227122743,0.997178161,0.129181077,0.226256820,0.997880842,0.105351834,0.224094449,1.001213030,0.081852741,
true,0//4,1//1,0.224847008,1.003061932,0.342762890,0.224808055,1.001837962,0.319101056,0.223770536,1.002351160,0.295291391,0.223486658,1.001508774,0.271529542,0.221291729,1.001115198,0.247785985,0.219577246,1.000852719,0.224000421,0.221340597,0.999201686,0.200254799,0.222064176,0.998876823,0.176409565,0.226239130,0.997109287,0.153022362,0.227122743,0.997178161,0.129181077,0.226256820,0.997880842,0.105351834,0.224094449,1.001213030,0.081852741,
false,1//4,1//1,0.225380152,1.002678502,0.342657668,0.227272126,1.000375495,0.319085180,0.227425664,0.999692201,0.295157298,0.228764277,0.998877599,0.271227822,0.227637322,0.998226118,0.247318859,0.225781662,0.998101511,0.223481517,0.225798240,0.997136072,0.199466444,0.225606825,0.997216376,0.175565125,0.228195394,0.996572716,0.151655870,0.227619462,0.996349736,0.127520953,0.226712317,0.997674936,0.103357172,0.225263075,1.001510037,0.079361998,
false,2//4,1//1,0.225951823,1.002464884,0.342541620,0.229814951,0.999707320,0.319025082,0.231299469,0.998423980,0.294951656,0.234061769,0.998070346,0.270878320,0.233829689,0.997607438,0.246737075,0.231736847,0.997543582,0.222729504,0.230030352,0.996855108,0.198527764,0.228861002,0.996992831,0.174474978,0.229772771,0.996778239,0.150178241,0.228141923,0.996033643,0.125824374,0.227150521,0.997777957,0.101387287,0.226637321,1.002170853,0.077122655,
false,3//4,1//1,0.226562019,1.002421078,0.342414747,0.232436528,0.999833437,0.318920763,0.235391952,0.998546498,0.294674465,0.239379136,0.999087017,0.270481036,0.239868829,0.999259157,0.246040632,0.237442799,0.999178932,0.221744384,0.234036934,0.998358796,0.197438759,0.231826706,0.998206186,0.173139125,0.230971262,0.997725855,0.148589474,0.228690126,0.996229883,0.124091340,0.227571432,0.998189907,0.099442181,0.228217189,1.003195477,0.075134713,
true,4//4,1//1,0.227210741,1.002547083,0.342277049,0.235136859,1.000753844,0.318772221,0.239703111,1.000059754,0.294325725,0.244716375,1.001927610,0.270035969,0.245754744,1.003181276,0.245229532,0.242899520,1.003007560,0.220526156,0.237817986,1.001647134,0.196199430,0.234503939,1.000856443,0.171557564,0.231790866,0.999415564,0.146889570,0.229264072,0.996938455,0.122321852,0.227975051,0.998910784,0.097521852,0.230002677,1.004583909,0.073398171,
true,1//1,0//4,0.229402774,1.006657286,0.342788210,0.235581912,1.011796312,0.320537898,0.240463313,1.019522033,0.297989061,0.242706711,1.024018221,0.274245285,0.241471296,1.025490503,0.250004548,0.239610783,1.024414198,0.225722809,0.237407733,1.021573431,0.201611068,0.232993132,1.017389625,0.177996416,0.230958010,1.011077629,0.154568048,0.230461325,1.005176170,0.130897448,0.229934574,1.004069211,0.106596590,0.230554583,1.007267887,0.082428712,
false,1//1,1//4,0.229447121,1.005295070,0.342771142,0.237395420,1.008810819,0.320162606,0.244142863,1.014217238,0.297235227,0.246966932,1.018696182,0.273297646,0.246503208,1.020622909,0.248823181,0.244143015,1.019745342,0.224224653,0.240193431,1.016720609,0.200146155,0.235202427,1.013363419,0.176499118,0.232364058,1.008240349,0.152645466,0.231298631,1.002759883,0.128901749,0.230411337,1.002753556,0.104128333,0.231425733,1.007140953,0.079944063,
false,1//1,2//4,0.229096564,1.004155964,0.342680259,0.237925748,1.005975243,0.319743229,0.245242679,1.009205261,0.296373393,0.248721949,1.013240400,0.272280213,0.248894421,1.015282173,0.247633556,0.246201882,1.014621284,0.222859159,0.241190372,1.011781952,0.198755910,0.236190660,1.009265820,0.174926876,0.232971549,1.005350912,0.150724858,0.231378191,1.000581502,0.126807250,0.230243670,1.001455266,0.101793124,0.231624132,1.006651312,0.077610756,
false,1//1,3//4,0.228351104,1.003239969,0.342515561,0.237172894,1.003289585,0.319279767,0.243762762,1.004486099,0.295403559,0.247971764,1.007650876,0.271192988,0.248644933,1.009468295,0.246435673,0.245787384,1.009042023,0.221626327,0.240398557,1.006757460,0.197440335,0.235957830,1.005096828,0.173279692,0.232780485,1.002409317,0.148806227,0.230700005,0.998641026,0.124613951,0.229431575,1.000174343,0.099590964,0.231149780,1.005798964,0.075428792,
true,1//1,4//4,0.227210741,1.002547083,0.342277049,0.235136859,1.000753844,0.318772221,0.239703111,1.000059754,0.294325725,0.244716375,1.001927610,0.270035969,0.245754744,1.003181276,0.245229532,0.242899520,1.003007560,0.220526156,0.237817986,1.001647134,0.196199430,0.234503939,1.000856443,0.171557564,0.231790866,0.999415564,0.146889570,0.229264072,0.996938455,0.122321852,0.227975051,0.998910784,0.097521852,0.230002677,1.004583909,0.073398171,
