0,3.0857e-11,3.0857e-11,3.0818e-11,3.0818e-11,2.8171e-11,2.8171e-11,2.0241e-11,2.0241e-11,1.3253e-11,1.3253e-11,1.4476e-11,1.4476e-11,1.7128e-11,1.7128e-11,2.2016e-11,2.2016e-11,2.9066e-11,2.9066e-11,1.2885e-11,1.2885e-11,4.176e-11,4.176e-11,2.0681e-11,2.0681e-11,1.6509e-11,1.6509e-11,2.8439e-11,2.8439e-11,4.4842e-11,4.4842e-11,3.5163e-11,3.5163e-11,4.863e-11,4.863e-11,5.3718e-11,5.3718e-11,2.1907e-11,2.1907e-11,2.2841e-11,2.2841e-11,2.3252e-11,2.3252e-11,2.4999e-11,2.4999e-11,1.8417e-11,1.8417e-11
0.001,9.3708e-21,9.3708e-21,6.8259e-21,6.8259e-21,9.1878e-19,9.1878e-19,0.00010558,0.00010558,0.00021148,0.00021148,0.00018102,0.00018102,0.00012718,0.00012718,3.8359e-05,3.8359e-05,0.00022574,0.00022574,0.00016803,0.00016803,0.00015324,0.00015324,0.00031115,0.00031115,0.00025321,0.00025321,0.00050406,0.00050406,9.5304e-21,9.5304e-21,2.1465e-20,2.1465e-20,0.00039983,0.00039983,2.2527e-22,2.2527e-22,0.00033619,0.00033619,0.00013901,0.00013901,0.00025869,0.00025869,0.00042024,0.00042024,0.00055297,0.00055297
0.002,1.6939e-19,1.6939e-19,4.9246e-19,4.9246e-19,6.3836e-19,6.3836e-19,2.2502e-05,2.2502e-05,4.4575e-05,4.4575e-05,3.8038e-05,3.8038e-05,2.6515e-05,2.6515e-05,7.5924e-06,7.5924e-06,4.8518e-05,4.8518e-05,3.5473e-05,3.5473e-05,3.3319e-05,3.3319e-05,6.5332e-05,6.5332e-05,5.3561e-05,5.3561e-05,0.0001071,0.0001071,9.5019e-20,9.5019e-20,1.405e-19,1.405e-19,3.0624e-20,3.0624e-20,2.6326e-05,2.6326e-05,8.696e-06,8.696e-06,4.7714e-06,4.7714e-06,1.3572e-05,1.3572e-05,3.3557e-05,3.3557e-05,4.6776e-15,4.6776e-15
0.003,5.6631e-25,5.6631e-25,1.3531e-24,1.3531e-24,1.5909e-23,1.5909e-23,2.8852e-05,2.8852e-05,4.319e-05,4.319e-05,3.5031e-05,3.5031e-05,2.1217e-05,2.1217e-05,1.6006e-10,1.6006e-10,6.218e-05,6.218e-05,3.5065e-05,3.5065e-05,4.9494e-05,4.9494e-05,5.902e-05,5.902e-05,5.4666e-05,5.4666e-05,0.00011675,0.00011675,2.5883e-25,2.5883e-25,3.3472e-25,3.3472e-25,1.8409e-25,1.8409e-25,6.3819e-05,6.3819e-05,8.4562e-06,8.4562e-06,5.3661e-06,5.3661e-06,1.744e-05,1.744e-05,4.6595e-05,4.6595e-05,1.7112e-22,1.7112e-22
0.004,1.5424e-19,1.5424e-19,1.8868e-19,1.8868e-19,2.7592e-18,2.7592e-18,3.5136e-05,3.5136e-05,4.1744e-05,4.1744e-05,3.1946e-05,3.1946e-05,1.5825e-05,1.5825e-05,6.4159e-19,6.4159e-19,7.6038e-05,7.6038e-05,3.4612e-05,3.4612e-05,6.5888e-05,6.5888e-05,5.2549e-05,5.2549e-05,5.5759e-05,5.5759e-05,0.0001265,0.0001265,7.5708e-20,7.5708e-20,1.0224e-19,1.0224e-19,1.5818e-20,1.5818e-20,0.0001039,0.0001039,6.7781e-06,6.7781e-06,5.3078e-06,5.3078e-06,1.9854e-05,1.9854e-05,5.6675e-05,5.6675e-05,2.7552e-19,2.7552e-19
0.005,1.7266e-17,1.7266e-17,2.2376e-17,2.2376e-17,1.809e-06,1.809e-06,4.115e-05,4.115e-05,4.0125e-05,4.0125e-05,2.8728e-05,2.8728e-05,1.0373e-05,1.0373e-05,3.6099e-17,3.6099e-17,8.9609e-05,8.9609e-05,3.4013e-05,3.4013e-05,8.2011e-05,8.2011e-05,4.5856e-05,4.5856e-05,5.6632e-05,5.6632e-05,0.00013576,0.00013576,7.9424e-18,7.9424e-18,1.0339e-17,1.0339e-17,1.493e-18,1.493e-18,0.00021879,0.00021879,1.1287e-15,1.1286e-15,2.1703e-16,2.1699e-16,8.3039e-16,8.3026e-16,1.996e-12,1.9953e-12,1.0955e-17,1.0955e-17
0.006,7.1298e-18,7.1298e-18,9.617e-18,9.617e-18,4.7664e-06,4.7664e-06,4.6692e-05,4.6692e-05,3.9174e-05,3.9174e-05,2.6253e-05,2.6253e-05,5.7463e-06,5.7463e-06,1.0765e-17,1.0766e-17,0.00010251,0.00010251,3.3876e-05,3.3876e-05,9.7015e-05,9.7015e-05,4.0544e-05,4.0544e-05,5.807e-05,5.807e-05,0.00014546,0.00014546,3.1293e-18,3.1293e-18,3.9858e-18,3.9859e-18,5.9751e-19,5.9751e-19,0.00023519,0.00023519,1.0728e-17,1.0729e-17,4.4746e-17,4.475e-17,1.86e-16,1.8602e-16,6.2381e-14,6.2389e-14,2.9356e-18,2.9357e-18
0.007,1.2245e-34,1.2245e-34,1.7345e-34,1.7345e-34,7.6876e-06,7.6876e-06,5.119e-05,5.119e-05,3.8599e-05,3.8599e-05,2.4293e-05,2.4293e-05,1.8192e-06,1.8192e-06,1.4708e-34,1.4708e-34,0.00011467,0.00011467,3.3873e-05,3.3873e-05,0.00011084,0.00011084,3.6145e-05,3.6145e-05,5.9956e-05,5.9956e-05,0.0001554,0.0001554,4.9999e-35,4.9999e-35,6.2673e-35,6.2673e-35,3.4262e-35,3.2183e-35,0.000209,0.00020857,1.2951e-05,1.5252e-05,9.6442e-06,1.2203e-05,3.9316e-05,4.1803e-05,0.00011422,0.00011638,1.1806e-33,9.5661e-34
0.008,4.1852e-20,4.1852e-20,6.1841e-20,6.1841e-20,1.0679e-05,1.0679e-05,5.7427e-05,5.7427e-05,3.7132e-05,3.7133e-05,2.1198e-05,2.1199e-05,2.7362e-16,2.735e-16,4.1101e-20,4.1102e-20,0.00012804,0.00012804,3.3503e-05,3.3503e-05,0.00012672,0.00012672,2.9759e-05,2.976e-05,6.0728e-05,6.0729e-05,0.00016441,0.00016441,1.6848e-20,1.6848e-20,2.0635e-20,2.0635e-20,3.2226e-21,3.2226e-21,0.00029016,0.00029016,3.5565e-20,3.5565e-20,1.2108e-19,1.2108e-19,3.197e-19,3.197e-19,2.0919e-17,2.0919e-17,1.3777e-20,1.3777e-20
0.009,3.7872e-19,3.7873e-19,5.8224e-19,5.8225e-19,1.3442e-05,1.3442e-05,6.219e-05,6.2189e-05,3.6295e-05,3.6192e-05,1.8981e-05,1.8852e-05,2.0193e-18,2.1592e-18,3.2447e-19,3.2274e-19,0.00013988,0.0001399,3.3407e-05,3.3322e-05,0.00014033,0.00014053,2.4988e-05,2.474e-05,6.2159e-05,6.1927e-05,0.00017356,0.00017312,1.4701e-19,1.4699e-19,1.7772e-19,1.7741e-19,2.7643e-20,2.7636e-20,0.00030414,0.00030414,2.6942e-19,2.6942e-19,7.954e-19,7.9534e-19,1.7768e-18,1.7765e-18,5.6662e-16,5.665e-16,1.1969e-19,1.1969e-19
0.01,4.0833e-18,4.0833e-18,6.531e-18,6.5311e-18,1.6163e-05,1.6163e-05,6.6832e-05,6.6832e-05,3.5444e-05,3.541e-05,1.674e-05,1.6697e-05,1.2239e-17,1.2173e-17,3.1125e-18,3.1077e-18,0.00015164,0.00015165,3.3293e-05,3.3265e-05,0.00015395,0.00015402,2.0169e-05,2.0087e-05,6.3448e-05,6.3372e-05,0.00018236,0.00018222,1.5328e-18,1.5328e-18,1.8297e-18,1.8287e-18,2.7603e-19,2.7602e-19,0.00032776,0.00032776,2.8663e-18,2.8663e-18,8.0509e-18,8.051e-18,8.02e-18,8.02e-18,1.1254e-14,1.1254e-14,1.2479e-18,1.2479e-18
0.011,3.5561e-24,3.5562e-24,1.8295e-23,1.8295e-23,1.8811e-05,1.8811e-05,7.1334e-05,7.1334e-05,3.4617e-05,3.4632e-05,1.4553e-05,1.4572e-05,1.1846e-21,1.0974e-21,4.2354e-24,4.1008e-24,0.00016313,0.00016313,3.3197e-05,3.321e-05,0.00016723,0.0001672,1.5472e-05,1.5509e-05,6.4703e-05,6.4738e-05,0.00019097,0.00019104,9.4195e-25,9.4189e-25,1.0514e-24,1.0477e-24,2.6303e-25,2.6318e-25,0.00036247,0.00036247,4.0984e-21,4.0979e-21,4.797e-20,4.7954e-20,1.2139e-18,1.2136e-18,2.7239e-15,2.7231e-15,2.3849e-23,2.3849e-23
0.012,1.5325e-18,1.5325e-18,2.6321e-18,2.6321e-18,2.128e-05,2.128e-05,7.5482e-05,7.5482e-05,3.4104e-05,3.4106e-05,1.2748e-05,1.2751e-05,2.9386e-18,2.9392e-18,9.8235e-19,9.8243e-19,0.00017411,0.00017411,3.3307e-05,3.3309e-05,0.00017971,0.0001797,1.15e-05,1.1505e-05,6.6241e-05,6.6246e-05,0.00019974,0.00019975,5.4496e-19,5.4496e-19,6.3782e-19,6.3784e-19,9.2326e-20,9.2326e-20,0.0003903,0.0003903,9.5242e-19,9.5242e-19,2.6786e-18,2.6786e-18,2.4945e-18,2.4945e-18,5.7161e-15,5.7161e-15,4.122e-19,4.122e-19
0.013,2.7676e-26,2.7681e-26,5.0483e-26,5.049e-26,2.3794e-05,2.3785e-05,7.8411e-05,7.839e-05,3.3741e-05,3.3702e-05,1.1289e-05,1.1243e-05,4.5846e-26,4.5712e-26,1.6261e-26,1.6238e-26,0.00018402,0.00018403,3.3343e-05,3.3308e-05,0.00019072,0.00019077,8.1418e-06,8.0534e-06,6.7998e-05,6.7915e-05,0.00020822,0.00020807,9.2887e-27,9.2882e-27,1.0822e-26,1.0813e-26,2.4566e-27,2.5497e-27,0.00040511,0.00040641,3.1706e-18,5.6284e-20,7.3387e-06,3.0828e-15,3.8583e-05,3.0925e-05,0.00012871,0.00012207,1.3568e-26,1.4219e-26
0.014,2.6557e-18,2.656e-18,4.9139e-18,4.9111e-18,2.6137e-05,2.6095e-05,8.2314e-05,8.2245e-05,3.3445e-05,3.2994e-05,9.8092e-06,9.2519e-06,3.9972e-18,3.8417e-18,1.4958e-18,1.4713e-18,0.0001944,0.00019449,3.3629e-05,3.325e-05,0.00020217,0.00020299,4.8348e-06,3.7593e-06,6.9875e-05,6.8842e-05,0.00021737,0.00021541,8.8297e-19,8.8249e-19,1.0242e-18,1.0172e-18,1.1387e-19,1.1385e-19,0.00043635,0.00043649,6.1075e-18,5.7287e-18,6.065e-13,3.4766e-14,2.777e-05,2.6955e-05,0.00011288,0.00011217,7.7443e-19,7.734e-19
0.015,2.5025e-13,2.3373e-10,0.00012306,1.8486e-07,4.2966e-05,4.2981e-05,9.255e-05,9.2523e-05,8.1699e-05,4.1627e-25,4.2456e-20,4.2796e-20,1.3472e-20,1.6316e-20,5.7428e-21,8.5261e-21,0.00021665,0.0002172,1.3163e-05,8.9351e-05,0.0002415,0.00024589,1.6158e-20,1.7114e-20,4.3367e-05,3.8216e-05,0.0001924,0.00018259,4.1103e-17,3.8083e-17,1.4631e-19,1.0958e-21,2.4484e-07,1.599e-07,0.0005072,0.00050731,6.0288e-12,1.1834e-09,1.6423e-07,9.8192e-08,1.3463e-19,1.5413e-10,1.2137e-07,1.9392e-07,5.1584e-08,5.8171e-15
0.016,1.016e-56,1.0161e-56,3.4535e-56,3.4553e-56,3.0923e-05,3.0929e-05,8.9193e-05,8.9198e-05,3.1798e-05,3.1781e-05,5.7863e-06,5.7661e-06,3.1688e-56,4.2465e-56,5.4241e-57,5.8219e-57,0.00021442,0.00021443,3.3255e-05,3.3242e-05,0.00022536,0.0002254,3.3485e-47,2.0416e-46,7.17e-05,7.1669e-05,0.00023172,0.00023166,2.9647e-57,2.9616e-57,3.3159e-57,3.3078e-57,4.5818e-56,2.9288e-56,0.00049987,0.00049978,3.3963e-34,8.3327e-43,4.7364e-28,4.6965e-33,3.024e-05,3.0797e-05,0.00012683,0.00012732,4.1167e-42,3.4558e-42
0.017,4.736e-20,4.736e-20,9.4804e-20,9.4804e-20,3.3124e-05,3.3124e-05,9.433e-05,9.433e-05,3.0312e-05,3.0312e-05,2.9331e-06,2.9331e-06,5.1941e-20,5.1941e-20,2.293e-20,2.293e-20,0.00022504,0.00022504,3.292e-05,3.292e-05,0.00023819,0.00023819,1.9803e-19,1.9803e-19,7.1648e-05,7.1648e-05,0.00023795,0.00023795,1.5437e-20,1.5437e-20,1.7414e-20,1.7414e-20,1.8055e-21,1.8055e-21,0.00053734,0.00053734,1.6153e-19,1.6153e-19,4.4172e-15,4.4172e-15,3.2564e-05,3.2564e-05,0.00013603,0.00013603,1.216e-20,1.216e-20
0.018,2.1738e-75,2.1738e-75,1.6631e-74,1.6631e-74,3.5767e-05,3.5767e-05,9.5879e-05,9.5879e-05,2.9688e-05,2.9688e-05,1.428e-06,1.428e-06,2.1022e-76,2.1022e-76,8.5418e-77,8.5418e-77,0.00023365,0.00023365,3.258e-05,3.258e-05,0.00024767,0.00024767,1.4219e-76,1.4217e-76,7.3087e-05,7.3087e-05,0.0002452,0.0002452,2.0475e-77,2.0475e-77,3.3641e-77,3.3641e-77,5.9048e-44,3.3388e-44,0.0005965,0.00058207,6.9987e-22,6.8697e-05,1.2503e-20,6.9813e-05,5.969e-05,0.00014486,0.00026053,0.00033414,2.2016e-69,2.8483e-73
0.019,5.3702e-29,5.3669e-29,9.0423e-26,8.9866e-26,3.9121e-05,3.9115e-05,0.00010091,0.00010091,2.6831e-05,2.6017e-05,1.8407e-18,8.8733e-19,5.0096e-28,1.9556e-27,2.0554e-29,3.989e-29,0.00024525,0.00024545,3.1196e-05,3.0523e-05,0.00026165,0.00026323,1.3022e-23,4.5649e-23,7.2536e-05,7.0678e-05,0.00025175,0.00024821,6.7293e-30,6.6555e-30,6.9516e-30,7.017e-30,1.6583e-30,1.6119e-30,0.00059662,0.00059662,3.2422e-17,3.243e-17,1.1203e-05,1.1204e-05,6.6639e-05,6.6639e-05,0.00021887,0.00021887,7.2383e-30,7.2383e-30
0.02,3.9472e-31,3.9471e-31,1.2971e-30,1.2972e-30,4.0529e-05,4.0517e-05,0.00010237,0.00010235,2.7724e-05,2.6779e-05,6.1901e-28,1.054e-22,3.3653e-31,1.4202e-30,1.5781e-31,2.3733e-31,0.00025206,0.00025229,3.208e-05,3.1296e-05,0.00026844,0.00027025,1.0859e-30,1.0199e-27,7.4992e-05,7.2845e-05,0.00025954,0.00025544,1.1492e-31,1.1408e-31,1.3055e-31,1.2855e-31,2.6142e-32,2.5062e-32,0.00063809,0.00063807,2.4587e-05,2.4721e-05,2.4561e-05,2.4711e-05,0.00010239,0.00010253,0.00030334,0.00030346,1.5048e-31,1.5029e-31
0.021,6.7463e-34,6.7463e-34,6.7216e-33,6.7216e-33,4.2694e-05,4.2694e-05,0.00010552,0.00010552,2.6156e-05,2.6155e-05,4.0149e-27,4.0268e-27,1.606e-33,1.6078e-33,3.1388e-34,3.14e-34,0.00026098,0.00026098,3.1353e-05,3.1353e-05,0.00027963,0.00027963,4.6012e-31,4.6154e-31,7.4303e-05,7.4302e-05,0.00026332,0.00026332,1.7454e-34,1.7454e-34,1.8888e-34,1.8888e-34,4.7899e-35,4.7892e-35,0.00066223,0.00066222,3.6318e-20,3.6454e-20,1.3091e-05,1.3093e-05,7.5667e-05,7.5669e-05,0.00024668,0.00024669,2.9863e-34,2.9873e-34
0.022,6.2964e-18,6.3122e-18,1.6529e-17,1.6601e-17,4.5458e-05,4.542e-05,0.00010622,0.00010606,2.5521e-05,2.5437e-05,3.5857e-17,3.544e-17,4.6214e-18,4.6163e-18,2.2928e-18,2.2923e-18,0.00026875,0.00026871,3.0876e-05,3.079e-05,0.00028804,0.00028797,7.9449e-18,7.9056e-18,7.5739e-05,7.567e-05,0.0002701,0.00026997,1.716e-18,1.7165e-18,1.8945e-18,1.8948e-18,1.7491e-19,1.743e-19,0.00068901,0.00068711,1.0095e-17,1.8245e-17,1.0557e-12,1.0622e-05,5.3191e-05,6.3497e-05,0.00020689,0.00021577,1.232e-18,1.2467e-18
