1.1104e-28,1.1157e-28,4.2312e-29,8.5451e-29,3.2509e-29,3.2425e-29,7.5907e-29,7.4923e-29,1.5104e-28,4.4088e-29,3.24e-29,2.1064e-28,1.8057e-26,1.5158e-29,2.1786e-29,1.1643e-29,2.1221e-07,2.0734e-07,1.1458e-23,8.466e-24,3.1644e-06,3.1261e-06,6.3454e-29,6.1376e-29,4.3306e-27,4.1792e-27,6.8504e-33,6.9313e-33,4.2661e-06,4.2682e-06,1.97e-06,1.991e-06,1.4209e-06,1.501e-06,3.9867e-06,4.009e-06,5.3547e-28,9.1305e-26,7.8344e-28,2.4679e-27,1.9237e-27,1.8238e-27,1.2487e-27,3.3626e-27,1.811e-28,2.5605e-26,1.5003e-13,7.0196e-26,3.1238e-28,2.0471e-28
0.00010851,0.00010851,0.00010481,0.00010481,9.8825e-05,9.8825e-05,8.865e-05,8.865e-05,2.1771e-05,2.1771e-05,1.9967e-05,1.9967e-05,1.7792e-05,1.7792e-05,1.5177e-05,1.5177e-05,6.5485e-05,6.5485e-05,6.9473e-05,6.9473e-05,5.1907e-05,5.1907e-05,0.0001066,0.0001066,6.4115e-05,6.4115e-05,0.00013373,0.00013373,3.8072e-28,3.8072e-28,5.0488e-28,5.0488e-28,4.9623e-29,4.9625e-29,0.0001838,0.0001838,9.1993e-05,9.1993e-05,9.2618e-05,9.2618e-05,6.5549e-05,6.5549e-05,1.6306e-05,1.6306e-05,1.5582e-05,1.5582e-05,4.5903e-07,4.5903e-07,9.7849e-29,9.7849e-29
0.00017309,0.00017309,0.00016712,0.00016712,0.00015742,0.00015742,0.00014089,0.00014089,3.6399e-05,3.6399e-05,3.3367e-05,3.3367e-05,2.9713e-05,2.9713e-05,2.5319e-05,2.5319e-05,0.00011647,0.00011647,0.00011506,0.00011506,9.2456e-05,9.2456e-05,0.00017692,0.00017692,0.00011149,0.00011149,0.00023432,0.00023432,1.0938e-23,1.0939e-23,1.6859e-21,1.6858e-21,1.3816e-24,1.3369e-24,0.00033611,0.00033611,0.0001499,0.0001499,0.00015168,0.00015168,0.00010555,0.00010555,2.0885e-05,2.0885e-05,2.2812e-05,2.2812e-05,6.88e-19,1.0186e-18,1.0679e-24,9.5089e-25
0.00022001,0.00022001,0.00021244,0.00021244,0.0002001,0.0002001,0.00017895,0.00017895,4.8606e-05,4.8606e-05,4.4624e-05,4.4624e-05,3.982e-05,3.982e-05,3.4037e-05,3.4037e-05,0.00015857,0.00015857,0.00015176,0.00015176,0.00012439,0.00012439,0.00023568,0.00023568,0.00015291,0.00015291,0.0003209,0.0003209,1.2124e-20,1.2124e-20,6.7007e-20,6.6982e-20,1.5609e-21,1.6753e-21,0.00045342,0.00045342,0.00018331,0.00018331,0.00018964,0.00018964,0.0001382,0.0001382,4.0528e-05,4.0528e-05,3.7995e-05,3.7995e-05,9.017e-06,9.017e-06,3.0717e-21,3.1493e-21
0.00025386,0.00025386,0.00024517,0.00024517,0.00023093,0.00023093,0.00020644,0.00020644,5.9133e-05,5.9133e-05,5.4397e-05,5.4397e-05,4.8674e-05,4.8674e-05,4.1778e-05,4.1778e-05,0.00019463,0.00019463,0.00018217,0.00018217,0.00015053,0.00015053,0.00028636,0.00028636,0.00019035,0.00019035,0.00039801,0.00039801,4.3613e-18,4.3613e-18,9.7937e-15,9.7937e-15,5.5543e-19,5.5543e-19,0.00053373,0.00053373,0.00019605,0.00019605,0.00020953,0.00020953,0.0001646,0.0001646,7.3494e-05,7.3494e-05,6.0064e-05,6.0064e-05,3.4577e-05,3.4577e-05,1.3422e-18,1.3422e-18
0.00027966,0.00027966,0.00027011,0.00027011,0.0002544,0.0002544,0.00022733,0.00022733,6.876e-05,6.876e-05,6.3377e-05,6.3377e-05,5.6866e-05,5.6866e-05,4.9009e-05,4.9009e-05,0.00022767,0.00022767,0.00020904,0.00020904,0.00017375,0.00017375,0.00033263,0.00033263,0.00022591,0.00022591,0.00047042,0.00047042,2.4244e-30,2.4253e-30,3.7716e-28,3.8772e-29,2.1903e-31,4.7456e-32,0.00057138,0.00057138,0.00018629,0.00018629,0.00021036,0.00021036,0.00018639,0.00018639,0.00012562,0.00012562,9.2391e-05,9.2391e-05,7.8467e-05,7.8467e-05,2.6387e-30,1.3731e-30
0.00030251,0.00030251,0.00029214,0.00029214,0.0002751,0.0002751,0.0002457,0.0002457,7.8267e-05,7.8267e-05,7.2259e-05,7.2259e-05,6.4983e-05,6.4983e-05,5.6195e-05,5.6195e-05,0.00026069,0.00026069,0.00023512,0.00023512,0.00019693,0.00019693,0.00037817,0.00037817,0.00026169,0.00026169,0.00054298,0.00054298,4.0383e-20,4.0386e-20,1.1378e-19,1.1371e-19,7.4484e-21,7.3024e-21,0.00056035,0.00056035,0.00015264,0.00015264,0.00019136,0.00019136,0.00020487,0.00020487,0.00020157,0.00020157,0.00013762,0.00013762,0.00014449,0.00014449,3.3293e-19,2.074e-19
0.00032756,0.00032756,0.00031623,0.00031623,0.00029763,0.00029763,0.00026563,0.00026563,8.843e-05,8.843e-05,8.1729e-05,8.1729e-05,7.3612e-05,7.3612e-05,6.38e-05,6.38e-05,0.00029668,0.00029668,0.0002632,0.0002632,0.00022286,0.00022286,0.00042666,0.00042666,0.00029978,0.00029978,0.00062051,0.00062051,1.6072e-18,1.6072e-18,3.8042e-15,3.8042e-15,3.1854e-19,3.1854e-19,0.00049742,0.00049742,9.839e-05,9.839e-05,0.00015541,0.00015541,0.00022192,0.00022192,0.00030172,0.00030172,0.00019593,0.00019593,0.0002323,0.0002323,5.0849e-06,5.0849e-06
0.00035993,0.00035993,0.00034728,0.00034728,0.00032662,0.00032662,0.00029121,0.00029121,0.00010002,0.00010002,9.2471e-05,9.2471e-05,8.333e-05,8.333e-05,7.2281e-05,7.2281e-05,0.00033858,0.00033858,0.00029599,0.00029599,0.00025433,0.00025433,0.00048173,0.00048173,0.00034227,0.00034227,0.00070778,0.00070778,1.1318e-16,1.1318e-16,8.7316e-16,8.7318e-16,6.6184e-17,6.6184e-17,0.00043463,0.00043463,0.00010726,0.00010726,0.00016836,0.00016836,0.00024956,0.00024956,0.00035376,0.00035376,0.0002259,0.0002259,0.00027076,0.00027076,0.00011024,0.00011024
0.00040461,0.00040461,0.0003901,0.0003901,0.00036654,0.00036654,0.00032641,0.00032641,0.00011378,0.00011378,0.00010515,0.00010515,9.4704e-05,9.4704e-05,8.2084e-05,8.2084e-05,0.00038921,0.00038921,0.00033619,0.00033619,0.00029403,0.00029403,0.00054695,0.00054695,0.00039116,0.00039116,0.00080941,0.00080941,3.9357e-31,3.2653e-31,1.6257e-28,1.6258e-28,8.104e-32,8.104e-32,0.00032582,0.00032582,0.00011957,0.00011957,0.00018381,0.00018381,0.00028162,0.00028162,0.00041472,0.00041472,0.0002602,0.0002602,0.00031479,0.00031479,0.00025001,0.00025001
0.0004664,0.0004664,0.00044927,0.00044927,0.00042169,0.00042169,0.00037503,0.00037503,0.00013045,0.00013045,0.00012042,0.00012042,0.00010828,0.00010828,9.3643e-05,9.3643e-05,0.00045125,0.00045125,0.00038638,0.00038638,0.00034451,0.00034451,0.00062578,0.00062578,0.0004484,0.0004484,0.00092984,0.00092984,8.439e-31,5.7473e-31,5.8232e-28,5.8232e-28,1.7351e-31,2.4765e-31,0.000166,0.000166,0.00013662,0.00013662,0.00020306,0.00020306,0.0003196,0.0003196,0.0004865,0.0004865,0.00029992,0.00029992,0.00036557,0.00036557,0.00042692,0.00042692
